compound_id,true_target,target_type,rank,n_candidates,reciprocal_rank,hit_at_1,hit_at_5,hit_at_10
COMPOUND_56237a7cf874,SYMPTOM_d257d2808a69,Symptom,63.0,1907,0.015873015873015872,0,0,0
COMPOUND_56237a7cf874,SYMPTOM_ac4ac57a7b7f,Symptom,39.0,1907,0.02564102564102564,0,0,0
COMPOUND_56237a7cf874,SYMPTOM_0a61ad588557,Symptom,3.0,1907,0.3333333333333333,0,1,1
COMPOUND_56237a7cf874,SYMPTOM_22d17c9ceaff,Symptom,406.0,1907,0.0024630541871921183,0,0,0
COMPOUND_56237a7cf874,SYMPTOM_c3332f5bc908,Symptom,54.0,1907,0.018518518518518517,0,0,0
COMPOUND_56237a7cf874,SYMPTOM_64c8aca0d1b5,Symptom,25.0,1907,0.04,0,0,0
COMPOUND_56237a7cf874,SYMPTOM_a12879b9590a,Symptom,21.0,1907,0.047619047619047616,0,0,0
COMPOUND_049a21ae131b,SYMPTOM_13a284b618f2,Symptom,48.0,1924,0.020833333333333332,0,0,0
COMPOUND_dfb598ee9b2f,SYMPTOM_ac0e3338a98b,Symptom,245.0,1922,0.004081632653061225,0,0,0
COMPOUND_dfb598ee9b2f,SYMPTOM_9a9214077697,Symptom,12.0,1922,0.08333333333333333,0,0,0
COMPOUND_dfb598ee9b2f,SYMPTOM_64c8aca0d1b5,Symptom,22.0,1922,0.045454545454545456,0,0,0
COMPOUND_8e01bf7fcba4,DISEASE_b2a66b919818,Disease,4.0,59,0.25,0,1,1
COMPOUND_f8496d5b44cf,SYMPTOM_240d81476af3,Symptom,28.0,1924,0.03571428571428571,0,0,0
COMPOUND_e205c1cbba2e,SYMPTOM_de00827d7e8e,Symptom,6.0,1919,0.16666666666666666,0,0,1
COMPOUND_e205c1cbba2e,SYMPTOM_b4b1fb71c52c,Symptom,311.0,1919,0.003215434083601286,0,0,0
COMPOUND_e205c1cbba2e,SYMPTOM_c6e23b2dca0c,Symptom,12.0,1919,0.08333333333333333,0,0,0
COMPOUND_e205c1cbba2e,SYMPTOM_54697eb57628,Symptom,70.0,1919,0.014285714285714285,0,0,0
COMPOUND_e205c1cbba2e,SYMPTOM_fc820d24b342,Symptom,937.0,1919,0.0010672358591248667,0,0,0
COMPOUND_e205c1cbba2e,SYMPTOM_2d2eb4e6f9b5,Symptom,960.0,1919,0.0010416666666666667,0,0,0
COMPOUND_ec79ef21ed09,SYMPTOM_c4b059814f9a,Symptom,10.0,1924,0.1,0,0,1
COMPOUND_72dbc3a95fef,SYMPTOM_99158dd7f146,Symptom,69.0,1924,0.014492753623188406,0,0,0
COMPOUND_8cb47c5aaa27,SYMPTOM_505f79dcc12b,Symptom,593.0,1924,0.0016863406408094434,0,0,0
COMPOUND_06f3d2b81a9e,SYMPTOM_7212b99acdbd,Symptom,780.0,1923,0.001282051282051282,0,0,0
COMPOUND_06f3d2b81a9e,SYMPTOM_fad12d24d6fa,Symptom,469.0,1923,0.0021321961620469083,0,0,0
COMPOUND_709eef9436bc,SYMPTOM_de00827d7e8e,Symptom,6.0,1922,0.16666666666666666,0,0,1
COMPOUND_709eef9436bc,SYMPTOM_b4b1fb71c52c,Symptom,312.0,1922,0.003205128205128205,0,0,0
COMPOUND_709eef9436bc,SYMPTOM_d2d6e1fd96a2,Symptom,634.0,1922,0.0015772870662460567,0,0,0
COMPOUND_2b70dbe4c323,SYMPTOM_7f628127e24e,Symptom,717.0,1921,0.001394700139470014,0,0,0
COMPOUND_2b70dbe4c323,SYMPTOM_0ebf3cbae989,Symptom,1469.0,1921,0.0006807351940095302,0,0,0
COMPOUND_2b70dbe4c323,DISEASE_ef3323aa3b9e,Disease,2.0,59,0.5,0,1,1
COMPOUND_2b70dbe4c323,SYMPTOM_b0a86039f54f,Symptom,1074.0,1921,0.000931098696461825,0,0,0
COMPOUND_2b70dbe4c323,SYMPTOM_1ef01892fcb7,Symptom,861.0,1921,0.0011614401858304297,0,0,0
COMPOUND_43297ffa8c06,SYMPTOM_ac6155f9b05b,Symptom,17.0,1923,0.058823529411764705,0,0,0
COMPOUND_43297ffa8c06,SYMPTOM_7c9145c4a20c,Symptom,21.0,1923,0.047619047619047616,0,0,0
