source,target,relation,source_sheet,raw_source,raw_target,fold
COMPOUND_5cf2dbc6a293,SYMPTOM_ac4ac57a7b7f,TREATS,Compound-Treats relationship,सारिवाद्यासव,वातरक्त,4
COMPOUND_5cf2dbc6a293,DISEASE_0ace1f8e701c,TREATS,Compound-Treats relationship,सारिवाद्यासव,विसर्प,4
COMPOUND_5cf2dbc6a293,SYMPTOM_6100966d0a2c,TREATS,Compound-Treats relationship,सारिवाद्यासव,क्षुद्ररोग,4
COMPOUND_04fe87779405,SYMPTOM_0f70f3b506e2,TREATS,Compound-Treats relationship,सारस्वत चूर्ण,मानसदोष,4
COMPOUND_04fe87779405,SYMPTOM_ee663d64b2ba,TREATS,Compound-Treats relationship,सारस्वत चूर्ण,मिन मिन,4
COMPOUND_04fe87779405,SYMPTOM_d257d2808a69,TREATS,Compound-Treats relationship,सारस्वत चूर्ण,मूक,4
COMPOUND_149c147b0d93,SYMPTOM_c6e23b2dca0c,TREATS,Compound-Treats relationship,सामुद्रादी चूर्ण,आध्मान,4
COMPOUND_149c147b0d93,SYMPTOM_54697eb57628,TREATS,Compound-Treats relationship,सामुद्रादी चूर्ण,कफजशूल,4
COMPOUND_149c147b0d93,SYMPTOM_7e1aba55d500,TREATS,Compound-Treats relationship,सामुद्रादी चूर्ण,प्रत्याध्मान,4
COMPOUND_6d9123c8993a,SYMPTOM_078750ea56f7,TREATS,Compound-Treats relationship,संशमनी गुटी,ज्वर,3
COMPOUND_6d9123c8993a,SYMPTOM_ac4ac57a7b7f,TREATS,Compound-Treats relationship,संशमनी गुटी,वातरक्त,3
COMPOUND_d85ccf8aca8c,SYMPTOM_5b86f80f6a2d,TREATS,Compound-Treats relationship,संततज्वर वटी,संततज्वर,2
COMPOUND_71c41f10aca6,SYMPTOM_13a284b618f2,TREATS,Compound-Treats relationship,संजीवनी गुटी,अतिसार,2
COMPOUND_71c41f10aca6,SYMPTOM_c0004a138aff,TREATS,Compound-Treats relationship,संजीवनी गुटी,कफजशूल कृमि,2
COMPOUND_71c41f10aca6,SYMPTOM_947c70271d24,TREATS,Compound-Treats relationship,संजीवनी गुटी,ग्रहणी,2
COMPOUND_71c41f10aca6,SYMPTOM_078750ea56f7,TREATS,Compound-Treats relationship,संजीवनी गुटी,ज्वर,2
COMPOUND_71c41f10aca6,SYMPTOM_b2d0d3f599e0,TREATS,Compound-Treats relationship,संजीवनी गुटी,प्रतिश्याय,2
COMPOUND_71c41f10aca6,SYMPTOM_4d26ce2697b7,TREATS,Compound-Treats relationship,संजीवनी गुटी,प्रवाहिका,2
COMPOUND_71c41f10aca6,SYMPTOM_19919db973fd,TREATS,Compound-Treats relationship,संजीवनी गुटी,विसूचिका,2
COMPOUND_ee468af67297,SYMPTOM_685c0772c819,TREATS,Compound-Treats relationship,सहचर गुग्गुलु,आमवात,4
COMPOUND_ee468af67297,SYMPTOM_ac4ac57a7b7f,TREATS,Compound-Treats relationship,सहचर गुग्गुलु,वातरक्त,4
COMPOUND_a0901a576890,DISEASE_071459a0c2fd,TREATS,Compound-Treats relationship,सर्वांगसुंदर वटी,कुष्ठ,2
COMPOUND_56237a7cf874,SYMPTOM_a0482f3f8c7b,TREATS,Compound-Treats relationship,समीरपन्नग,अर्दित,1
COMPOUND_56237a7cf874,DISEASE_e7a747ffb620,TREATS,Compound-Treats relationship,समीरपन्नग,उन्माद,1
COMPOUND_56237a7cf874,SYMPTOM_9a9214077697,TREATS,Compound-Treats relationship,समीरपन्नग,कास,1
COMPOUND_56237a7cf874,SYMPTOM_8c8e9a9a5f8a,TREATS,Compound-Treats relationship,समीरपन्नग,गृध्रसी,1
COMPOUND_56237a7cf874,SYMPTOM_45bf1f080442,TREATS,Compound-Treats relationship,समीरपन्नग,पक्षाघात,1
COMPOUND_56237a7cf874,SYMPTOM_9d97728be9d1,TREATS,Compound-Treats relationship,समीरपन्नग,पाददाह,1
COMPOUND_56237a7cf874,SYMPTOM_262d000bb6a3,TREATS,Compound-Treats relationship,समीरपन्नग,पादहर्ष,1
COMPOUND_56237a7cf874,SYMPTOM_f8703b74a201,TREATS,Compound-Treats relationship,समीरपन्नग,पार्श्वशूल,1
COMPOUND_56237a7cf874,SYMPTOM_a317a04d6ea5,TREATS,Compound-Treats relationship,समीरपन्नग,फिरंग,1
COMPOUND_56237a7cf874,SYMPTOM_603d8414fc2a,TREATS,Compound-Treats relationship,समीरपन्नग,भ्रम,1
COMPOUND_56237a7cf874,SYMPTOM_daa909de830a,TREATS,Compound-Treats relationship,समीरपन्नग,मज्जागत ज्वर,1
COMPOUND_56237a7cf874,SYMPTOM_10d012baa5e9,TREATS,Compound-Treats relationship,समीरपन्नग,मिन् मिन् वाक,1
COMPOUND_56237a7cf874,SYMPTOM_d257d2808a69,TREATS,Compound-Treats relationship,समीरपन्नग,मूक,1
COMPOUND_56237a7cf874,SYMPTOM_ac4ac57a7b7f,TREATS,Compound-Treats relationship,समीरपन्नग,वातरक्त,1
